,id,overall_rating,recommended_to_a_friend,food,service,ambiance,noise_level,dining_style,cuisines,price_range,hours_of_operation
570,107296,3.5,80,3.7,3.7,2.9,Moderate,,,,
571,110884,,,,,,,,,,
572,51016,4.2,89,4.3,4.3,4.1,Moderate,Casual Dining,American Steak,$31 to $50,Lunch: Daily 11:45am - 4:00pm; Dinner: Daily: 4:00pm - 11:00pm
573,83164,4.8,100,4.8,4.9,4.6,Moderate,Casual Dining,English British Gastro Pub,$30 and under,Lunch/Dinner: Daily: 11:0am - 4:00am
574,65446,,,,,,,,,,
575,84802,4.1,89,4,4.2,3.9,Moderate,Casual Dining,French French American Contemporary French,$31 to $50,Breakfast: Daily: 7:00AM-11:30AMLunch: Daily: 11:30am - 4:00pm Dinner: Daily: 4:00pm - 12:00am Brunch: Saturday and Sunday: 11:00am - 4:00pm  Breakfast: Monday-Friday: 7:00am - 11:30am 
576,90400,4.1,82,4,3.9,4.2,Moderate,Casual Elegant,American Mediterranean French American,$31 to $50,DINNER: Monday - Tuesday: 4:00pm - 11:00pm                   Wednesday-Thursday: 4:00pm-11:30pm                   Friday-Saturday: 4:00pm-12:00am                   Sunday: 5:00pm- 11:00pmBRUNCH: Sunday-11:30am-3:00pmHAPPY HOUR: Monday-Friday 4:00pm - 6:00pm
577,32650,4.2,90,4.3,4.2,4.1,Moderate,Casual Elegant,Contemporary American American,$31 to $50,Lunch: Monday - Friday: 11:30am - 3:30pm Saturday - Sunday: 11:00am - 3:30pm; Dinner: Daily: 4:00pm - midnight; Brunch: Saturday - Sunday: 10:30am - 3:30pm
578,35647,4.3,89,4.2,4.3,4.5,Moderate,Casual Dining,French American,$31 to $50,Open 7 days a weekLUNCH: Monday - Friday Noon - 3 p.m.DINNER: Monday - Saturday: 4 p.m. - Midnight; Sunday: 4 p.m. - 11 p.m.WEEKEND BRUNCH: Saturday & Sunday:  Noon - 3 p.m.
579,67912,3.7,82,3.6,3.6,3.4,Moderate,Casual Dining,American Irish,$30 and under,Brunch: Sunday: 11:30am - 4:00pmLunch: Monday - Sunday: 11:30am - 5:00pm; Dinner: Monday - Sunday: 5:00pm - 12:00am
580,74572,3.9,85,3.9,3.8,3.5,Moderate,,,,
581,31126,4.4,90,4.4,4.4,4.3,Moderate,Casual Elegant,Contemporary American Fusion / Eclectic,$31 to $50,Dinner: Monday - Wednesday: 5:00pm - 11:30pm Thursday - Saturday: 5:00pm - 12:00am Sunday: 5:00pm - 11:00pm; Brunch: Saturday - Sunday: 11:00am - 3:30pm
582,96796,4.7,100,4.6,4.8,4.4,Quiet,Fine Dining,Italian,$31 to $50,Lunch: Monday - Friday: 12:00am - 3:00pm  Dinner: Monday - Saturday: 5:00pm - 10:00pm Sunday: Open for private parties
583,75772,4.3,92,4.2,4.3,4,Moderate,Casual Dining,Italian Pizzeria,$30 and under,"
Monday - Friday: 12:00pm - 4:00pm
Saturday & Sunday: 12:30pm - 4:00pm

Sunday - Thursday: 4:00pm - 10:30pm
Friday & Saturday: 4:00pm - 11:00pm"
584,71935,4.4,97,4.4,4.5,4.5,Moderate,Casual Dining,American Contemporary American Comfort Food,$30 and under,Lunch/Dinner: Monday - Friday: 11:00am - 2:00am Saturday - Sunday: 10:00am - 2:00am
585,76309,3.4,68,3.3,3.5,3,Quiet,Fine Dining,American Irish Gastro Pub,$30 and under,Lunch and Dinner: Everyday 11:00am - 9:00pmHappy Hour: Mon-Fri from 4pm-7pmBar: opened until 4amBrunch: Saturday and Sunday 11:00am - 4:00pm
586,97846,4.4,95,4.2,4.3,4.3,Moderate,Casual Elegant,American Contemporary American Comfort Food,$31 to $50, Lunch: Monday - Friday: 11:30am - 4:00pm; Saturday and Sunday 12:00pm - 4:00pmDinner: Sunday - Tuesday: 5:00pm - 10:00pm Wednesday - Saturday: 5:00pm - 10:30am
587,117622,4.2,90,4.1,4.2,4.1,Moderate,Casual Dining,American Gastro Pub Irish,$30 and under,Monday- Saturday: 11:00am - 2:00amSunday: 11:00am -11:00pm
588,141451,4.5,96,4.6,4.4,4.5,Moderate,Casual Dining,Italian,$30 and under,Monday - Saturday: 10:30am - 10:30pmSunday: 11:00am - 9:30pm
589,24316,4.5,94,4.6,4.5,4.4,Moderate,Casual Dining,Italian Wine Bar,$31 to $50,Monday - Sunday Breakfast 7:30a-11:30a Monday - Sunday Lunch 11:30a-4:30p Monday - Thursday Dinner 4:30p-10:30p 
590,69349,4.6,96,4.5,4.6,4.4,Moderate,Fine Dining,Steakhouse Seafood,$50 and over,Lunch: Monday - Friday: 11:30am - 3:00pm; Dinner: Monday - Thursday: 3:00pm - 9:45pm Friday: 3:00pm - 10:45pm Saturday: 5:00pm - 10:45pm Sunday: 3:00pm - 8:45pm 
591,103951,2.5,33,2.5,2,1.8,Moderate,,,,
592,16276,3.4,83,3.3,2.9,3,Moderate,,,,
593,78304,4.6,87,4.5,4.6,4.5,Moderate,Casual Dining,Italian Seafood,$31 to $50,Saturday & Sunday: 12:00pm - 5:00pmMonday - Friday: 12:00pm - 4:00pmMonday - Saturday: 5:00pm - 10:30pmSunday: 5:00pm - 10:00pm
594,79603,3.9,84,3.7,3.7,4.5,Quiet,Casual Elegant,Contemporary American,$31 to $50,"Tuesday - Thursday 12PM-7:00PMFriday: 12PM-8:00PM Saturday: 11:00 AM -8:00PM 
Sunday 11:00AM-7:00PM"
